code,slug,title,category,category_code,teer,teer_desc,median_pay_annual,median_pay_hourly,low_pay_hourly,high_pay_hourly
00010,legislators,Legislators,Legislative and senior management occupations,0,0,Management,84000,40.38,15.8,88.46
00011,senior-government-managers-and-officials,Senior government managers and officials,Legislative and senior management occupations,0,0,Management,135990,65.38,40.0,105.77
00012,senior-managers-financial-communications-and-other-business-services,"Senior managers - financial, communications and other business services",Legislative and senior management occupations,0,0,Management,199992,96.15,51.28,153.85
00013,senior-managers-health-education-social-and-community-services-and-membership-or,"Senior managers - health, education, social and community services and membership organizations",Legislative and senior management occupations,0,0,Management,,,,
00014,senior-managers-trade-broadcasting-and-other-services,"Senior managers - trade, broadcasting and other services",Legislative and senior management occupations,0,0,Management,88150,42.38,24.0,98.88
00015,senior-managers-construction-transportation-production-and-utilities,"Senior managers - construction, transportation, production and utilities",Legislative and senior management occupations,0,0,Management,95763,46.04,24.5,96.68
10010,financial-managers,Financial managers,"Business, finance and administration occupations",1,0,Management,123718,59.48,38.5,91.76
10011,human-resources-managers,Human resources managers,"Business, finance and administration occupations",1,0,Management,119995,57.69,37.94,87.18
10012,purchasing-managers,Purchasing managers,"Business, finance and administration occupations",1,0,Management,116708,56.11,39.34,86.54
10019,other-administrative-services-managers,Other administrative services managers,"Business, finance and administration occupations",1,0,Management,104000,50.0,29.88,85.16
10020,insurance-real-estate-and-financial-brokerage-managers,"Insurance, real estate and financial brokerage managers","Business, finance and administration occupations",1,0,Management,123198,59.23,39.62,105.77
10021,banking-credit-and-other-investment-managers,"Banking, credit and other investment managers","Business, finance and administration occupations",1,0,Management,118851,57.14,37.44,91.35
10022,advertising-marketing-and-public-relations-managers,"Advertising, marketing and public relations managers","Business, finance and administration occupations",1,0,Management,115003,55.29,34.62,89.74
10029,other-business-services-managers,Other business services managers,"Business, finance and administration occupations",1,0,Management,102398,49.23,30.65,86.06
10030,telecommunication-carriers-managers,Telecommunication carriers managers,"Business, finance and administration occupations",1,0,Management,103459,49.74,29.81,72.12
11100,financial-auditors-and-accountants,Financial auditors and accountants,"Business, finance and administration occupations",1,1,University degree,83948,40.36,25.0,71.43
11101,financial-and-investment-analysts,Financial and investment analysts,"Business, finance and administration occupations",1,1,University degree,90001,43.27,28.21,72.36
11102,financial-advisors,Financial advisors,"Business, finance and administration occupations",1,1,University degree,75004,36.06,23.91,73.08
11103,securities-agents-investment-dealers-and-brokers,"Securities agents, investment dealers and brokers","Business, finance and administration occupations",1,1,University degree,88524,42.56,24.0,88.21
11109,other-financial-officers,Other financial officers,"Business, finance and administration occupations",1,1,University degree,79996,38.46,24.04,66.67
11200,human-resources-professionals,Human resources professionals,"Business, finance and administration occupations",1,1,University degree,85009,40.87,26.0,59.77
11201,professional-occupations-in-business-management-consulting,Professional occupations in business management consulting,"Business, finance and administration occupations",1,1,University degree,91728,44.1,27.0,69.71
11202,professional-occupations-in-advertising-marketing-and-public-relations,"Professional occupations in advertising, marketing and public relations","Business, finance and administration occupations",1,1,University degree,74006,35.58,20.5,57.44
12010,supervisors-general-office-and-administrative-support-workers,"Supervisors, general office and administrative support workers","Business, finance and administration occupations",1,2,College diploma or apprenticeship,66560,32.0,22.0,46.0
12011,supervisors-finance-and-insurance-office-workers,"Supervisors, finance and insurance office workers","Business, finance and administration occupations",1,2,College diploma or apprenticeship,72238,34.73,22.51,51.28
12012,supervisors-library-correspondence-and-related-information-workers,"Supervisors, library, correspondence and related information workers","Business, finance and administration occupations",1,2,College diploma or apprenticeship,74672,35.9,28.21,44.78
12013,supervisors-supply-chain-tracking-and-scheduling-coordination-occupations,"Supervisors, supply chain, tracking and scheduling coordination occupations","Business, finance and administration occupations",1,2,College diploma or apprenticeship,60008,28.85,19.9,45.0
12100,executive-assistants,Executive assistants,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,72009,34.62,25.85,49.0
12101,human-resources-and-recruitment-officers,Human resources and recruitment officers,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,69326,33.33,22.0,52.73
12102,procurement-and-purchasing-agents-and-officers,Procurement and purchasing agents and officers,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,75004,36.06,24.68,57.69
12103,conference-and-event-planners,Conference and event planners,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,59009,28.37,17.65,47.53
12104,employment-insurance-and-revenue-officers,Employment insurance and revenue officers,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,72529,34.87,27.0,51.65
12110,court-reporters-medical-transcriptionists-and-related-occupations,"Court reporters, medical transcriptionists and related occupations","Business, finance and administration occupations",1,2,College diploma or apprenticeship,54080,26.0,17.0,36.06
12111,health-information-management-occupations,Health information management occupations,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,63460,30.51,22.0,46.19
12112,records-management-technicians,Records management technicians,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,65145,31.32,23.0,45.05
12113,statistical-officers-and-related-research-support-occupations,Statistical officers and related research support occupations,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,58676,28.21,19.0,44.9
12200,accounting-technicians-and-bookkeepers,Accounting technicians and bookkeepers,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,58281,28.02,19.55,45.07
12201,insurance-adjusters-and-claims-examiners,Insurance adjusters and claims examiners,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,72800,35.0,22.56,52.2
12202,insurance-underwriters,Insurance underwriters,"Business, finance and administration occupations",1,2,College diploma or apprenticeship,72009,34.62,25.0,51.28
12203,assessors-business-valuators-and-appraisers,"Assessors, business valuators and appraisers","Business, finance and administration occupations",1,2,College diploma or apprenticeship,72800,35.0,26.37,54.0
13100,administrative-officers,Administrative officers,"Business, finance and administration occupations",1,3,Secondary school or occupation-specific training,60320,29.0,21.0,44.15
13101,property-administrators,Property administrators,"Business, finance and administration occupations",1,3,Secondary school or occupation-specific training,65000,31.25,18.46,56.41
13102,payroll-administrators,Payroll administrators,"Business, finance and administration occupations",1,3,Secondary school or occupation-specific training,62400,30.0,20.0,43.27
13110,administrative-assistants,Administrative assistants,"Business, finance and administration occupations",1,3,Secondary school or occupation-specific training,54995,26.44,19.23,36.88
13111,legal-administrative-assistants,Legal administrative assistants,"Business, finance and administration occupations",1,3,Secondary school or occupation-specific training,57137,27.47,18.75,41.72
13112,medical-administrative-assistants,Medical administrative assistants,"Business, finance and administration occupations",1,3,Secondary school or occupation-specific training,52000,25.0,18.92,32.0
13200,customs-ship-and-other-brokers,"Customs, ship and other brokers","Business, finance and administration occupations",1,3,Secondary school or occupation-specific training,56409,27.12,20.51,36.63
13201,production-and-transportation-logistics-coordinators,Production and transportation logistics coordinators,"Business, finance and administration occupations",1,3,Secondary school or occupation-specific training,61339,29.49,21.63,44.79
14100,general-office-support-workers,General office support workers,"Business, finance and administration occupations",1,4,On-the-job training,49899,23.99,16.55,34.0
14101,receptionists,Receptionists,"Business, finance and administration occupations",1,4,On-the-job training,43680,21.0,16.25,29.0
14102,personnel-clerks,Personnel clerks,"Business, finance and administration occupations",1,4,On-the-job training,57990,27.88,21.75,38.46
14103,court-clerks-and-related-court-services-occupations,Court clerks and related court services occupations,"Business, finance and administration occupations",1,4,On-the-job training,62004,29.81,24.0,37.0
14110,survey-interviewers-and-statistical-clerks,Survey interviewers and statistical clerks,"Business, finance and administration occupations",1,4,On-the-job training,45760,22.0,15.5,40.0
14111,data-entry-clerks,Data entry clerks,"Business, finance and administration occupations",1,4,On-the-job training,48880,23.5,17.0,32.6
14112,desktop-publishing-operators-and-related-occupations,Desktop publishing operators and related occupations,"Business, finance and administration occupations",1,4,On-the-job training,49441,23.77,18.0,32.5
14200,accounting-and-related-clerks,Accounting and related clerks,"Business, finance and administration occupations",1,4,On-the-job training,52000,25.0,18.46,35.71
14201,banking-insurance-and-other-financial-clerks,"Banking, insurance and other financial clerks","Business, finance and administration occupations",1,4,On-the-job training,52686,25.33,18.46,36.62
14202,collection-clerks,Collection clerks,"Business, finance and administration occupations",1,4,On-the-job training,58656,28.2,17.25,37.91
14300,library-assistants-and-clerks,Library assistants and clerks,"Business, finance and administration occupations",1,4,On-the-job training,48193,23.17,15.8,34.0
14301,correspondence-publication-and-regulatory-clerks,"Correspondence, publication and regulatory clerks","Business, finance and administration occupations",1,4,On-the-job training,59425,28.57,20.48,39.0
14400,shippers-and-receivers,Shippers and receivers,"Business, finance and administration occupations",1,4,On-the-job training,46800,22.5,17.0,31.0
14401,storekeepers-and-partspersons,Storekeepers and partspersons,"Business, finance and administration occupations",1,4,On-the-job training,54080,26.0,19.17,40.0
14402,production-logistics-workers,Production logistics workers,"Business, finance and administration occupations",1,4,On-the-job training,64001,30.77,22.0,40.06
14403,purchasing-and-inventory-control-workers,Purchasing and inventory control workers,"Business, finance and administration occupations",1,4,On-the-job training,49920,24.0,17.5,36.06
14404,dispatchers,Dispatchers,"Business, finance and administration occupations",1,4,On-the-job training,58240,28.0,20.0,41.76
14405,transportation-route-and-crew-schedulers,Transportation route and crew schedulers,"Business, finance and administration occupations",1,4,On-the-job training,67995,32.69,21.68,52.2
20010,engineering-managers,Engineering managers,Natural and applied sciences and related occupations,2,0,Management,149323,71.79,44.42,106.25
20011,architecture-and-science-managers,Architecture and science managers,Natural and applied sciences and related occupations,2,0,Management,130124,62.56,43.27,98.9
20012,computer-and-information-systems-managers,Computer and information systems managers,Natural and applied sciences and related occupations,2,0,Management,138673,66.67,43.75,103.37
21100,physicists-and-astronomers,Physicists and astronomers,Natural and applied sciences and related occupations,2,1,University degree,117499,56.49,34.95,96.15
21101,chemists,Chemists,Natural and applied sciences and related occupations,2,1,University degree,79996,38.46,24.0,65.93
21102,geoscientists-and-oceanographers,Geoscientists and oceanographers,Natural and applied sciences and related occupations,2,1,University degree,104000,50.0,30.77,100.0
21103,meteorologists-and-climatologists,Meteorologists and climatologists,Natural and applied sciences and related occupations,2,1,University degree,112195,53.94,33.89,75.12
21109,other-professional-occupations-in-physical-sciences,Other professional occupations in physical sciences,Natural and applied sciences and related occupations,2,1,University degree,89440,43.0,27.78,75.9
21110,biologists-and-related-scientists,Biologists and related scientists,Natural and applied sciences and related occupations,2,1,University degree,83200,40.0,25.71,66.67
21111,forestry-professionals,Forestry professionals,Natural and applied sciences and related occupations,2,1,University degree,97760,47.0,31.39,62.5
21112,agricultural-representatives-consultants-and-specialists,"Agricultural representatives, consultants and specialists",Natural and applied sciences and related occupations,2,1,University degree,83200,40.0,25.72,55.29
21120,public-and-environmental-health-and-safety-professionals,Public and environmental health and safety professionals,Natural and applied sciences and related occupations,2,1,University degree,93600,45.0,29.33,56.41
21200,architects,Architects,Natural and applied sciences and related occupations,2,1,University degree,80995,38.94,26.44,74.52
21201,landscape-architects,Landscape architects,Natural and applied sciences and related occupations,2,1,University degree,85009,40.87,22.53,82.05
21202,urban-and-land-use-planners,Urban and land use planners,Natural and applied sciences and related occupations,2,1,University degree,95992,46.15,28.21,65.0
21203,land-surveyors,Land surveyors,Natural and applied sciences and related occupations,2,1,University degree,87776,42.2,29.0,60.51
21210,mathematicians-statisticians-and-actuaries,"Mathematicians, statisticians and actuaries",Natural and applied sciences and related occupations,2,1,University degree,106080,51.0,31.25,77.33
21211,data-scientists,Data scientists,Natural and applied sciences and related occupations,2,1,University degree,95992,46.15,30.0,69.74
21220,cybersecurity-specialists,Cybersecurity specialists,Natural and applied sciences and related occupations,2,1,University degree,103001,49.52,30.0,72.12
21221,business-systems-specialists,Business systems specialists,Natural and applied sciences and related occupations,2,1,University degree,93870,45.13,30.67,62.5
21222,information-systems-specialists,Information systems specialists,Natural and applied sciences and related occupations,2,1,University degree,95992,46.15,28.85,68.68
21223,database-analysts-and-data-administrators,Database analysts and data administrators,Natural and applied sciences and related occupations,2,1,University degree,85009,40.87,25.0,61.03
21230,computer-systems-developers-and-programmers,Computer systems developers and programmers,Natural and applied sciences and related occupations,2,1,University degree,90001,43.27,25.43,65.0
21231,software-engineers-and-designers,Software engineers and designers,Natural and applied sciences and related occupations,2,1,University degree,117499,56.49,35.0,91.35
21232,software-developers-and-programmers,Software developers and programmers,Natural and applied sciences and related occupations,2,1,University degree,100006,48.08,30.0,76.92
21233,web-designers,Web designers,Natural and applied sciences and related occupations,2,1,University degree,69992,33.65,20.0,57.69
21234,web-developers-and-programmers,Web developers and programmers,Natural and applied sciences and related occupations,2,1,University degree,79996,38.46,21.48,57.16
21300,civil-engineers,Civil engineers,Natural and applied sciences and related occupations,2,1,University degree,101004,48.56,32.0,72.12
21301,mechanical-engineers,Mechanical engineers,Natural and applied sciences and related occupations,2,1,University degree,94993,45.67,30.0,72.49
21310,electrical-and-electronics-engineers,Electrical and electronics engineers,Natural and applied sciences and related occupations,2,1,University degree,105393,50.67,33.65,79.23
21311,computer-engineers-except-software-engineers-and-designers,Computer engineers (except software engineers and designers),Natural and applied sciences and related occupations,2,1,University degree,109200,52.5,32.05,78.85
21320,chemical-engineers,Chemical engineers,Natural and applied sciences and related occupations,2,1,University degree,107993,51.92,27.45,76.92
21321,industrial-and-manufacturing-engineers,Industrial and manufacturing engineers,Natural and applied sciences and related occupations,2,1,University degree,91998,44.23,29.0,75.0
21322,metallurgical-and-materials-engineers,Metallurgical and materials engineers,Natural and applied sciences and related occupations,2,1,University degree,100006,48.08,33.17,66.35
21330,mining-engineers,Mining engineers,Natural and applied sciences and related occupations,2,1,University degree,124800,60.0,37.02,115.38
21331,geological-engineers,Geological engineers,Natural and applied sciences and related occupations,2,1,University degree,103604,49.81,31.27,83.24
21332,petroleum-engineers,Petroleum engineers,Natural and applied sciences and related occupations,2,1,University degree,134992,64.9,46.25,96.15
21390,aerospace-engineers,Aerospace engineers,Natural and applied sciences and related occupations,2,1,University degree,104000,50.0,33.76,100.0
21399,other-professional-engineers,Other professional engineers,Natural and applied sciences and related occupations,2,1,University degree,104000,50.0,28.0,82.42
22100,chemical-technologists-and-technicians,Chemical technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,61984,29.8,21.0,47.69
22101,geological-and-mineral-technologists-and-technicians,Geological and mineral technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,63502,30.53,20.95,52.0
22110,biological-technologists-and-technicians,Biological technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,60569,29.12,19.5,43.0
22111,agricultural-and-fish-products-inspectors,Agricultural and fish products inspectors,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,72800,35.0,27.0,55.0
22112,forestry-technologists-and-technicians,Forestry technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,68577,32.97,22.5,44.71
22113,conservation-and-fishery-officers,Conservation and fishery officers,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,74672,35.9,22.0,51.28
22114,landscape-and-horticulture-technicians-and-specialists,Landscape and horticulture technicians and specialists,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,62400,30.0,21.0,40.87
22210,architectural-technologists-and-technicians,Architectural technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,62608,30.1,21.0,50.68
22211,industrial-designers,Industrial designers,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,75004,36.06,23.0,49.74
22212,drafting-technologists-and-technicians,Drafting technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,66123,31.79,21.5,48.38
22213,land-survey-technologists-and-technicians,Land survey technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,61880,29.75,22.0,46.0
22214,technical-occupations-in-geomatics-and-meteorology,Technical occupations in geomatics and meteorology,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,79248,38.1,23.08,53.85
22220,computer-network-and-web-technicians,Computer network and web technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,74880,36.0,21.0,55.0
22221,user-support-technicians,User support technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,65457,31.47,20.5,49.0
22222,information-systems-testing-technicians,Information systems testing technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,72800,35.0,17.5,51.28
22230,non-destructive-testers-and-inspectors,Non-destructive testers and inspectors,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,74880,36.0,21.13,52.48
22231,engineering-inspectors-and-regulatory-officers,Engineering inspectors and regulatory officers,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,75088,36.1,24.0,67.18
22232,occupational-health-and-safety-specialists,Occupational health and safety specialists,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,85238,40.98,23.56,61.03
22233,construction-inspectors,Construction inspectors,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,79996,38.46,24.52,54.95
22300,civil-engineering-technologists-and-technicians,Civil engineering technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,70491,33.89,22.0,51.1
22301,mechanical-engineering-technologists-and-technicians,Mechanical engineering technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,72800,35.0,23.08,51.28
22302,industrial-engineering-and-manufacturing-technologists-and-technicians,Industrial engineering and manufacturing technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,65000,31.25,21.0,46.25
22303,construction-estimators,Construction estimators,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,78707,37.84,24.04,61.54
22310,electrical-and-electronics-engineering-technologists-and-technicians,Electrical and electronics engineering technologists and technicians,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,74006,35.58,24.04,55.34
22311,electronic-service-technicians-household-and-business-equipment,Electronic service technicians (household and business equipment),Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,55120,26.5,18.0,41.35
22312,industrial-instrument-technicians-and-mechanics,Industrial instrument technicians and mechanics,Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,95680,46.0,31.0,65.78
22313,aircraft-instrument-electrical-and-avionics-mechanics-technicians-and-inspectors,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",Natural and applied sciences and related occupations,2,2,College diploma or apprenticeship,84177,40.47,26.27,57.4
30010,managers-in-health-care,Managers in health care,Health occupations,3,0,Management,115003,55.29,35.0,79.33
31100,specialists-in-clinical-and-laboratory-medicine,Specialists in clinical and laboratory medicine,Health occupations,3,1,University degree,311297,149.66,60.8,291.92
31101,specialists-in-surgery,Specialists in surgery,Health occupations,3,1,University degree,419180,201.53,69.46,368.62
31102,general-practitioners-and-family-physicians,General practitioners and family physicians,Health occupations,3,1,University degree,232227,111.65,43.67,209.25
31103,veterinarians,Veterinarians,Health occupations,3,1,University degree,124800,60.0,34.15,84.13
31110,dentists,Dentists,Health occupations,3,1,University degree,110000,52.88,15.8,109.62
31111,optometrists,Optometrists,Health occupations,3,1,University degree,81000,38.94,15.8,77.88
31112,audiologists-and-speech-language-pathologists,Audiologists and speech-language pathologists,Health occupations,3,1,University degree,95992,46.15,33.33,59.52
31120,pharmacists,Pharmacists,Health occupations,3,1,University degree,115419,55.49,40.0,67.0
31121,dietitians-and-nutritionists,Dietitians and nutritionists,Health occupations,3,1,University degree,86590,41.63,22.53,50.0
31200,psychologists,Psychologists,Health occupations,3,1,University degree,109990,52.88,37.65,77.43
31201,chiropractors,Chiropractors,Health occupations,3,1,University degree,62000,29.81,15.8,66.35
31202,physiotherapists,Physiotherapists,Health occupations,3,1,University degree,95992,46.15,30.0,56.21
31203,occupational-therapists,Occupational therapists,Health occupations,3,1,University degree,95680,46.0,36.17,55.0
31204,kinesiologists-and-other-professional-occupations-in-therapy-and-assessment,Kinesiologists and other professional occupations in therapy and assessment,Health occupations,3,1,University degree,66560,32.0,22.0,49.73
31209,other-professional-occupations-in-health-diagnosing-and-treating,Other professional occupations in health diagnosing and treating,Health occupations,3,1,University degree,56800,27.31,15.8,59.13
31300,nursing-coordinators-and-supervisors,Nursing coordinators and supervisors,Health occupations,3,1,University degree,96574,46.43,29.11,59.0
31301,registered-nurses-and-registered-psychiatric-nurses,Registered nurses and registered psychiatric nurses,Health occupations,3,1,University degree,90001,43.27,30.0,54.37
31302,nurse-practitioners,Nurse practitioners,Health occupations,3,1,University degree,128003,61.54,42.0,75.0
31303,physician-assistants-midwives-and-allied-health-professionals,"Physician assistants, midwives and allied health professionals",Health occupations,3,1,University degree,97364,46.81,24.09,60.26
32100,opticians,Opticians,Health occupations,3,2,College diploma or apprenticeship,59280,28.5,17.8,39.4
32101,licensed-practical-nurses,Licensed practical nurses,Health occupations,3,2,College diploma or apprenticeship,65145,31.32,25.0,38.0
32102,paramedical-occupations,Paramedical occupations,Health occupations,3,2,College diploma or apprenticeship,79040,38.0,25.56,49.0
32103,respiratory-therapists-clinical-perfusionists-and-cardiopulmonary-technologists,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",Health occupations,3,2,College diploma or apprenticeship,85280,41.0,30.16,51.0
32104,animal-health-technologists-and-veterinary-technicians,Animal health technologists and veterinary technicians,Health occupations,3,2,College diploma or apprenticeship,47840,23.0,17.0,33.16
32109,other-technical-occupations-in-therapy-and-assessment,Other technical occupations in therapy and assessment,Health occupations,3,2,College diploma or apprenticeship,55848,26.85,17.62,36.71
32110,denturists,Denturists,Health occupations,3,2,College diploma or apprenticeship,54000,25.96,15.8,58.65
32111,dental-hygienists-and-dental-therapists,Dental hygienists and dental therapists,Health occupations,3,2,College diploma or apprenticeship,93600,45.0,32.0,60.0
32112,dental-technologists-and-technicians,Dental technologists and technicians,Health occupations,3,2,College diploma or apprenticeship,60320,29.0,19.0,45.0
32120,medical-laboratory-technologists,Medical laboratory technologists,Health occupations,3,2,College diploma or apprenticeship,81120,39.0,25.13,49.0
32121,medical-radiation-technologists,Medical radiation technologists,Health occupations,3,2,College diploma or apprenticeship,83200,40.0,29.81,51.12
32122,medical-sonographers,Medical sonographers,Health occupations,3,2,College diploma or apprenticeship,87360,42.0,34.9,51.0
32123,cardiology-technologists-and-electrophysiological-diagnostic-technologists,Cardiology technologists and electrophysiological diagnostic technologists,Health occupations,3,2,College diploma or apprenticeship,70720,34.0,23.0,51.0
32124,pharmacy-technicians,Pharmacy technicians,Health occupations,3,2,College diploma or apprenticeship,51646,24.83,17.5,34.2
32129,other-medical-technologists-and-technicians,Other medical technologists and technicians,Health occupations,3,2,College diploma or apprenticeship,58240,28.0,21.0,40.0
32200,traditional-chinese-medicine-practitioners-and-acupuncturists,Traditional Chinese medicine practitioners and acupuncturists,Health occupations,3,2,College diploma or apprenticeship,32867,15.8,15.8,38.22
32201,massage-therapists,Massage therapists,Health occupations,3,2,College diploma or apprenticeship,32867,15.8,15.8,30.0
32209,other-practitioners-of-natural-healing,Other practitioners of natural healing,Health occupations,3,2,College diploma or apprenticeship,32867,15.8,15.8,36.78
33100,dental-assistants-and-dental-laboratory-assistants,Dental assistants and dental laboratory assistants,Health occupations,3,3,Secondary school or occupation-specific training,56160,27.0,21.0,35.0
33101,medical-laboratory-assistants-and-related-technical-occupations,Medical laboratory assistants and related technical occupations,Health occupations,3,3,Secondary school or occupation-specific training,56160,27.0,19.18,36.11
33102,nurse-aides-orderlies-and-patient-service-associates,"Nurse aides, orderlies and patient service associates",Health occupations,3,3,Secondary school or occupation-specific training,49920,24.0,19.0,28.84
33103,pharmacy-technical-assistants-and-pharmacy-assistants,Pharmacy technical assistants and pharmacy assistants,Health occupations,3,3,Secondary school or occupation-specific training,41600,20.0,16.0,26.0
33109,other-assisting-occupations-in-support-of-health-services,Other assisting occupations in support of health services,Health occupations,3,3,Secondary school or occupation-specific training,47840,23.0,18.0,29.81
40010,government-managers-health-and-social-policy-development-and-program-administrat,Government managers - health and social policy development and program administration,"Occupations in education, law and social, community and government services",4,0,Management,128003,61.54,46.0,75.0
40011,government-managers-economic-analysis-policy-development-and-program-administrat,"Government managers - economic analysis, policy development and program administration","Occupations in education, law and social, community and government services",4,0,Management,131872,63.4,47.6,80.22
40012,government-managers-education-policy-development-and-program-administration,Government managers - education policy development and program administration,"Occupations in education, law and social, community and government services",4,0,Management,132579,63.74,47.01,68.68
40019,other-managers-in-public-administration,Other managers in public administration,"Occupations in education, law and social, community and government services",4,0,Management,125860,60.51,40.87,80.13
40020,administrators-post-secondary-education-and-vocational-training,Administrators - post-secondary education and vocational training,"Occupations in education, law and social, community and government services",4,0,Management,117332,56.41,35.9,91.35
40021,school-principals-and-administrators-of-elementary-and-secondary-education,School principals and administrators of elementary and secondary education,"Occupations in education, law and social, community and government services",4,0,Management,115003,55.29,36.54,71.51
40030,managers-in-social-community-and-correctional-services,"Managers in social, community and correctional services","Occupations in education, law and social, community and government services",4,0,Management,91436,43.96,27.0,71.43
40040,commissioned-police-officers-and-related-occupations-in-public-protection-servic,Commissioned police officers and related occupations in public protection services,"Occupations in education, law and social, community and government services",4,0,Management,143000,68.75,51.28,93.75
40041,fire-chiefs-and-senior-firefighting-officers,Fire chiefs and senior firefighting officers,"Occupations in education, law and social, community and government services",4,0,Management,130291,62.64,37.02,83.84
40042,commissioned-officers-of-the-canadian-armed-forces,Commissioned officers of the Canadian Armed Forces,"Occupations in education, law and social, community and government services",4,0,Management,114462,55.03,34.62,74.83
41100,judges,Judges,"Occupations in education, law and social, community and government services",4,1,University degree,387006,186.06,149.04,199.47
41101,lawyers-and-quebec-notaries,Lawyers and Quebec notaries,"Occupations in education, law and social, community and government services",4,1,University degree,124300,59.76,30.22,107.14
41200,university-professors-and-lecturers,University professors and lecturers,"Occupations in education, law and social, community and government services",4,1,University degree,122491,58.89,30.46,92.31
41201,post-secondary-teaching-and-research-assistants,Post-secondary teaching and research assistants,"Occupations in education, law and social, community and government services",4,1,University degree,56160,27.0,15.53,47.0
41210,college-and-other-vocational-instructors,College and other vocational instructors,"Occupations in education, law and social, community and government services",4,1,University degree,93600,45.0,24.04,73.72
41220,secondary-school-teachers,Secondary school teachers,"Occupations in education, law and social, community and government services",4,1,University degree,94993,45.67,28.85,59.76
41221,elementary-school-and-kindergarten-teachers,Elementary school and kindergarten teachers,"Occupations in education, law and social, community and government services",4,1,University degree,90001,43.27,26.67,56.59
41300,social-workers,Social workers,"Occupations in education, law and social, community and government services",4,1,University degree,79996,38.46,25.0,50.26
41301,therapists-in-counselling-and-related-specialized-therapies,Therapists in counselling and related specialized therapies,"Occupations in education, law and social, community and government services",4,1,University degree,70720,34.0,23.0,50.0
41302,religious-leaders,Religious leaders,"Occupations in education, law and social, community and government services",4,1,University degree,57262,27.53,17.31,44.07
41310,police-investigators-and-other-investigative-occupations,Police investigators and other investigative occupations,"Occupations in education, law and social, community and government services",4,1,University degree,116001,55.77,38.46,67.0
41311,probation-and-parole-officers,Probation and parole officers,"Occupations in education, law and social, community and government services",4,1,University degree,83928,40.35,30.39,56.25
41320,educational-counsellors,Educational counsellors,"Occupations in education, law and social, community and government services",4,1,University degree,84947,40.84,23.25,53.57
41321,career-development-practitioners-and-career-counsellors-except-education,Career development practitioners and career counsellors (except education),"Occupations in education, law and social, community and government services",4,1,University degree,62296,29.95,22.56,43.41
41400,natural-and-applied-science-policy-researchers-consultants-and-program-officers,"Natural and applied science policy researchers, consultants and program officers","Occupations in education, law and social, community and government services",4,1,University degree,90001,43.27,28.57,65.38
41401,economists-and-economic-policy-researchers-and-analysts,Economists and economic policy researchers and analysts,"Occupations in education, law and social, community and government services",4,1,University degree,100006,48.08,33.65,71.79
41402,business-development-officers-and-market-researchers-and-analysts,Business development officers and market researchers and analysts,"Occupations in education, law and social, community and government services",4,1,University degree,91520,44.0,27.64,69.23
41403,social-policy-researchers-consultants-and-program-officers,"Social policy researchers, consultants and program officers","Occupations in education, law and social, community and government services",4,1,University degree,88524,42.56,26.67,60.0
41404,health-policy-researchers-consultants-and-program-officers,"Health policy researchers, consultants and program officers","Occupations in education, law and social, community and government services",4,1,University degree,89606,43.08,27.0,60.0
